cell line	cellosaurus name	cellosaurus accession	bto cell line	organism	organism part	sampling site	age	developmental stage	sex	ancestry category	disease	cell type	Material type	synonyms	curated
SUM-159PT	SUM159PT	CVCL_5423	SUM-159PT cell	Homo Sapiens	Breast	Breast	71Y	Elderly	not available	not available	Pleomorphic breast carcinoma	not available	cell	SUM 159PT; SUM 159 CELL; SUM 159; SUM159 CELL; SUM-159 CELL; 159 PT; SUM 159PT CELL; SUM-159PT; SUM-159-PT; 159PT; SUM159; SUM-159; SUM159PT CELL	curated
LC-1-sq-SF	LC-1/sq-SF	CVCL_5480	not available	Homo Sapiens	Lung	Lung	69Y	Elderly	Male	Japanese	Squamous cell lung carcinoma	not available	cell	LC1_SQ-SF; LC-1-SQ-SF; LC1SQSF; LC-1/SQ-SERUM FREE	curated
HLC-1	HLC-1	CVCL_5529	not available	Homo Sapiens	Lung	Pleural effusion	not available	not available	not available	Japanese	Lung adenocarcinoma	epithelial cell	cell	HLC1	curated
IOSE-364(-)	IOSE-364	CVCL_5540	not available	Homo Sapiens	Ovary	Ovary; Surface epithelium	not available	not available	not available	not available	Ovarian carcinoma	ovarian surface epithelial cell	cell	IOSE364; IOSE-364; IOSE-364-; IOSE 364	curated
IOSE-397	IOSE-397	CVCL_5541	IOSE-397 cell	Homo Sapiens	Ovary	Ovary; Surface epithelium	not available	not available	not available	not available	Ovarian carcinoma	ovarian surface epithelial cell	cell	IOSE397; IOSE 397	curated
SUM-1315MO2	SUM1315MO2	CVCL_5589	SUM-1315MO2 cell	Homo Sapiens	Breast	Skin	not available	not available	not available	not available	Invasive breast carcinoma	not available	cell	SUM1315M02; SUM 1315M02; SUM1315-MO2 CELL; SUM-1315M02; SUM 1315 CELL; SUM 1315MO2 CELL; SUM-1315; SUM1315-MO2; SUM1315 CELL; SUM 1315; SUM1315MO2 CELL; SUM-1315 CELL; 1315M02; SUM1315	curated
SUM-185PE	SUM185PE	CVCL_5591	SUM-185PE cell	Homo Sapiens	Breast	Pleural effusion	not available	not available	not available	not available	Breast ductal carcinoma	not available	cell	SUM-185PE; SUM185PE CELL; SUM-185; SUM 185PE; SUM 185; SUM-185 CELL; SUM185 CELL; 185PE; SUM185; SUM 185 CELL	curated
SUM-229PE	SUM229PE	CVCL_5594	SUM-229PE cell	Homo Sapiens	Breast	Pleural effusion	not available	not available	Female	not available	Breast carcinoma	not available	cell	SUM-229; SUM-229 CELL; SUM 229 CELL; SUM-229PE; SUM 229PE; SUM 229; SUM229; 229PE; SUM 229PE CELL; SUM229PE CELL; SUM229 CELL	curated
TKKK	TKKK	CVCL_5599	not available	Homo Sapiens	Biliary Tract	Bile duct	not available	not available	not available	Japanese	Intrahepatic cholangiocarcinoma	not available	cell	TKKK	curated
TN-2	TN-2	CVCL_5602	not available	Homo Sapiens	Peripheral Nervous System	Adrenal gland; Left adrenal gland	not available	not available	not available	Japanese	Adrenal gland neuroblastoma	not available	cell	TN2	curated
NB-1643	NB-1643	CVCL_5627	NB-1643 cell	Homo Sapiens	Peripheral Nervous System	Retroperitoneal space; Retroperitoneal mass	3Y	Children	not available	not available	Neuroblastoma	not available	cell	NB 1643 CELL; NB1643; NB 1643; NB1643 CELL	curated
CH-157MN	CH-157MN	CVCL_5723	not available	Homo Sapiens	Brain	Meninges	41Y	Adult	not available	Caucasian	Meningioma	not available	cell	CH157MN; CH-157 MN; CH157-MN; CH-157-MN	curated
IOMM-Lee	IOMM-Lee	CVCL_5779	IOMM-Lee cell	Homo Sapiens	Brain	Cerebellar tentorium	61Y	Adult	Male	Chinese	Intracranial meningioma	not available	cell	INTRAOSSEOUS MALIGNANT MENINGIOMA-LEE; IOMMLEE; IOMM LEE; IOMM-LEE	curated
RCC-AB	KTCTL-21	CVCL_5868	not available	Homo Sapiens	Kidney	not available	49Y	Adult	Male	Caucasian	Clear cell renal cell carcinoma	not available	cell	RCCAB; KTCTL-21; RCC-AB; KTCTL21	curated
RCC-ER	KTCTL-13	CVCL_5870	not available	Homo Sapiens	Kidney	Kidney	57Y	Adult	Male	Caucasian	Clear cell renal cell carcinoma	not available	cell	RCC-ER; KTCTL 13; KTCTL-13; RCCER; KTCTL13	curated
RCC-FG2	KTCTL-26A	CVCL_5873	not available	Homo Sapiens	Kidney	Kidney	77Y	Elderly	Male	Caucasian	Clear cell renal cell carcinoma	not available	cell	KTCTL26A; KTCTL-26A; RCC-FG2; RCCFG2	curated
RCC-JF	KTCTL-140	CVCL_5879	not available	Homo Sapiens	Kidney	Kidney	65Y	Elderly	Female	Caucasian	Clear cell renal cell carcinoma	not available	cell	KTCTL-140; RCCJF; KTCTL140; RCC-JF	curated
RCC-JW	KTCTL-195	CVCL_5880	not available	Homo Sapiens	Kidney	Kidney	46Y	Adult	Male	Caucasian	Clear cell renal cell carcinoma	not available	cell	KTCTL-195; RCCJW; KTCTL195; RCC-JW	curated
RCC-MF	KTCTL-1M	CVCL_5884	not available	Homo Sapiens	Kidney	Kidney	63Y	Adult	Male	Caucasian	Clear cell renal cell carcinoma	not available	cell	KTCTL-1M; RCCMF; KTCTL1M; RCC-MF	curated
RH-4	Rh4	CVCL_5916	Rh-4 cell	Homo Sapiens	Soft Tissue	Liver	7Y	Children	Female	Caucasian	Alveolar rhabdomyosarcoma	not available	cell	SJ-RH4; SJRH-4; SJ-RH 4; RH-4; SJRH4; RH4	curated
MMAc	MMAc	CVCL_5951	not available	Homo Sapiens	Skin	Ascites	39Y	Adult	Female	Japanese	Melanoma	not available	cell	MMAC	curated
TUHR10TKB	TUHR10TKB	CVCL_5952	TUHR-10TKB cell	Homo Sapiens	Kidney	Kidney	69Y	Elderly	Male	Japanese	Clear cell renal cell carcinoma	not available	cell	TUHR-10TKB; TUHR10TKB CELL; OGTS	curated
THUR14TKB	TUHR14TKB	CVCL_5953	TUHR-14TKB cell	Homo Sapiens	Kidney	Kidney	not available	not available	Male	Japanese	Renal cell carcinoma	not available	cell	TUHR14TKB CELL; TUHR-14TKB; 14T	curated
TUHR4TKB	TUHR4TKB	CVCL_5957	TUHR-4TKB cell	Homo Sapiens	Kidney	Kidney	60Y	Adult	Male	Japanese	Renal cell carcinoma	not available	cell	TUHR4TKB CELL; 4T; 4TUHR; TUHR-4TKB	curated
JHU-011	JHU-011	CVCL_5986	JHU-011 cell	Homo Sapiens	Larynx	Larynx	45Y	Adult	Male	Caucasian	Laryngeal squamous cell carcinoma	not available	cell	JHU-011-SCC; 011; JHU 011; JHU-O11; HNSCC 011; JHU011; JHU-O11 CELL; JOHNS HOPKINS UNIVERSITY-011; O11; 11	curated
JHU-022	JHU-022	CVCL_5991	JHU-022 cell	Homo Sapiens	Larynx	Larynx	53Y	Adult	Male	Caucasian	Laryngeal squamous cell carcinoma	not available	cell	JHU-O22 CELL; JHU-22; JOHNS HOPKINS UNIVERSITY-022; 022; JHU-022-SCC; JHU-O22; JHU022; HNSCC 022; O22	curated
JHU-028	JHU-028	CVCL_5992	JHU-028 cell	Homo Sapiens	Lung	Lung	58Y	Adult	Male	Caucasian	Lung adenocarcinoma	not available	cell	HNSCC 028; JHU 028; JHU028; JHU028 CELL; JOHNS HOPKINS UNIVERSITY-028; SCC028; SCC028 CELL; HNSCC 028 CELL; O28; O28 CELL	curated
JHU-029	JHU-029	CVCL_5993	JHU-029 cell	Homo Sapiens	Larynx	Larynx	70Y	Elderly	Male	African American	Laryngeal squamous cell carcinoma	not available	cell	JHU-O29; HNSCC 029; JOHNS HOPKINS UNIVERSITY-029; JHU-O29 CELL; JHU029; 029	curated
Sarc9371	Sarc9371	CVCL_5G89	not available	Homo Sapiens	Bone	not available	not available	not available	not available	Caucasian	Osteosarcoma	not available	cell	SARC9371	curated
J82-EBV	J82-EBV	CVCL_5H97	not available	Homo Sapiens	Blood	Peripheral blood	58Y	Adult	Male	Caucasian; Swedish	Non-cancerous	not available	cell	J82EBV	curated
SK-MEL-19	SK-MEL-19	CVCL_6025	not available	Homo Sapiens	Skin	not available	50Y	Adult	Male	not available	Cutaneous melanoma	not available	cell	SK-MEL-19; SKMEL19; AL-MEL; SK-MEL19; SKMEL-19; SK MEL19	curated
SK-RC-31	SK-RC-31	CVCL_6186	not available	Homo Sapiens	Kidney	Lung	not available	not available	not available	Caucasian	Renal cell carcinoma	not available	cell	SK RC 31; SKRC31; SKRC-31; SK-RC 31	curated
2B8	2B8 [Human Burkitt lymphoma]	CVCL_6354	not available	Homo Sapiens	Ascites	Ascites	7Y	Children	Male	African; Nigerian	Burkitt lymphoma	B cell	cell	2B8	curated
451Lu	451Lu	CVCL_6357	WM-451Lu cell	Homo Sapiens	Skin	Arm	22Y	Adult	Male	Caucasian	Cutaneous melanoma	not available	cell	WM 451-LU; WM451LU CELL; WM-451LU; WM451LU; LU451; WC00059; 451-LU; WM451; 451LU; WM 451-LU CELL; EST81	curated
WM1552C	WM1552C	CVCL_6472	not available	Homo Sapiens	Skin	Hypodermis	72Y	Elderly	Male	Caucasian	Cutaneous melanoma	not available	cell	WM1552; WM 1552C; EST73; WM-1552; WM-1552C	curated
WM278	WM278	CVCL_6473	WM-278 cell	Homo Sapiens	Skin	Skin	62Y	Adult	Female	Caucasian	Cutaneous melanoma	not available	cell	WM-278; WM 278; WC00054; WM278 CELL	curated
Ishikawa(Heraklio)02ER-	Ishikawa (Heraklio) 02 ER-	CVCL_6543	not available	Homo Sapiens	Endometrium	Endometrium	39Y	Adult	Female	Japanese	Endometrial adenocarcinoma	not available	cell	ISHIKAWAHERAKLIO02ER; ER-02 ISH; ISHIKAWA(HERAKLIO)02ER-	curated
BJ1-hTERT	BJ1-hTERT	CVCL_6573	not available	Homo Sapiens	Skin	Skin; Foreskin	<1M	not available	Male	Caucasian	Non-cancerous	foreskin fibroblast	cell	HTERT BJ; HTERT-BJ; BJ HTERT; BJ-TERT; BJ1; BJ-5TA; BJ-1; BJHTERT; HTERT-BJ1	curated
CHLA-10	CHLA-10	CVCL_6583	not available	Homo Sapiens	Bone	Thoracic lymph duct	14Y	Juvenile	Female	White	Ewing sarcoma	not available	cell	CHLA10	curated
CHLA-15	CHLA-15	CVCL_6594	not available	Homo Sapiens	Peripheral Nervous System	not available	1Y	Infant	Female	not available	Neuroblastoma	not available	cell	CHLA_15; CHLA15	curated
CHLA-20	CHLA-20	CVCL_6602	not available	Homo Sapiens	Peripheral Nervous System	not available	2Y	Infant	Female	not available	Neuroblastoma	not available	cell	CHLA20	curated
II-18	Nov-18	CVCL_6659	not available	Homo Sapiens	Lung	Lung	not available	not available	not available	Japanese	Lung adenocarcinoma	not available	cell	II-18	curated
MC-CAR-Z2	MC/CAR-Z2	CVCL_6671	not available	Homo Sapiens	Blood	Peripheral blood	81Y	Elderly	Male	Caucasian	Non-cancerous	not available	cell	MC-CAR-Z2; MNS-2	curated
TM-31	TM-31	CVCL_6735	not available	Homo Sapiens	Brain	Brain	42Y	Adult	Female	Japanese	Neurofibromatosis type 1	not available	cell	TM31	curated
PK-45H	PK-45H	CVCL_6748	not available	Homo Sapiens	Pancreas	not available	not available	not available	not available	Japanese	Pancreatic carcinoma	not available	cell	PK-45 H; PK45H	curated
PK-45P	PK-45P	CVCL_6749	not available	Homo Sapiens	Pancreas	not available	not available	not available	not available	Japanese	Pancreatic carcinoma	not available	cell	PK-45 P; PK45P	curated
DOV13	DOV13	CVCL_6774	DOV-13 cell	Homo Sapiens	Ovary	Ovary	not available	not available	Female	African American	Ovarian adenocarcinoma	not available	cell	DOV13 CELL; DOV 13; DOV-13	curated
WM-239A	WM239A	CVCL_6795	WM-239 cell	Homo Sapiens	Skin	Lymph node	55Y	Adult	Female	Caucasian	Melanoma	not available	cell	WC00044; WM239; WM 239A; WM-239-A; WM 239; WM 239-A; WM239 CELL; WM-239A; WM-239	curated
WM88	WM88	CVCL_6805	not available	Homo Sapiens	Skin	not available	not available	not available	not available	Caucasian	Melanoma	not available	cell	WM-88; WC00123; WM 88	curated
WM983A	WM983A	CVCL_6808	not available	Homo Sapiens	Skin	Skin	54Y	Adult	not available	Caucasian	Melanoma	not available	cell	WM983-A; WM-983A; WM 983A; WC00048	curated
WM983B	WM983B	CVCL_6809	WM-983/B cell	Homo Sapiens	Skin	Lymph node; Inguinal lymph node	54Y	Adult	not available	Caucasian	Melanoma	not available	cell	WC00066; WM 983B; WM-983B; WM-983/B; WM983-B	curated
H3255	NCI-H3255	CVCL_6831	NCI-H3255 cell	Homo Sapiens	Lung	Pleural effusion	47Y	Adult	Female	Caucasian	Lung adenocarcinoma	not available	cell	NCIH3255; H3255_DA; H3255 CELL; NCI-H3255; H-3255 CELL; H3255; H-3255	curated
HCCLM3	HCCLM3	CVCL_6832	HCCLM-3 cell	Homo Sapiens	not available	not available	39Y	Adult	Male	Chinese	Adult hepatocellular carcinoma	not available	cell	MHCCLM-3 CELL; LM3 CELL; MHCC-LM3; MHCCLM3; LM3; HCCLM-3; HCCLM3 CELL; MHCC-LM3 CELL; HCC-LM3	curated
LN-992	LN-992	CVCL_6845	not available	Homo Sapiens	Brain	Right temporal lobe	67Y	Elderly	Male	Caucasian	Brain astrocytoma	not available	cell	LN 992; LN992	curated
ACCS	ACCS	CVCL_6876	not available	Homo Sapiens	Bladder	Urinary bladder	81Y	Elderly	Female	Caucasian; Swedish	Bladder carcinoma	not available	cell	ACC-S	curated
DiFi	DiFi	CVCL_6895	DiFi cell	Homo Sapiens	Large Intestine	Ascites	46Y	Adult	Female	Caucasian	Colorectal carcinoma; Gardner syndrome	not available	cell	DIFI	curated
SF767	SF767	CVCL_6950	SF-767 cell	Homo Sapiens	Cervix	Omentum	66Y	Elderly	Female	Caucasian	Human papillomavirus-related squamous cell carcinoma	not available	cell	SF 767; SF-767; SF767 CELL	curated
Yamato-SS	Yamato-SS	CVCL_6C44	not available	Homo Sapiens	Soft Tissue	Lung	30Y	Adult	not available	Japanese	Biphasic synovial sarcoma	not available	cell	YAMATO	curated
BB65-EBV	BB65-EBV	CVCL_6F66	not available	Homo Sapiens	Unknown	Peripheral blood	not available	not available	Male	Caucasian	Non-cancerous	not available	cell	BB65EBV	curated
KP-MRT-RY	KP-MRT-RY	CVCL_7051	not available	Homo Sapiens	Kidney	Kidney	1M	not available	Male	Japanese	Rhabdoid tumor of the kidney	not available	cell	KYOTO PEDIATRICS-MALIGNANT RHABDOID TUMOR-RY; KPMRTRY	curated
HK1	NPC/HK1	CVCL_7084	HK-1 cell	Homo Sapiens	Head and Neck	Pharynx; Nasopharynx	58Y	Adult	Male	Chinese	Nasopharyngeal carcinoma	not available	cell	HK-1; HK1	curated
SYO-1	SYO-1	CVCL_7146	not available	Homo Sapiens	Soft Tissue	Groin	19Y	Adult	Female	Japanese	Biphasic synovial sarcoma	not available	cell	SYO1; SYO-I	curated
TC-32	TC-32	CVCL_7151	TC-32 cell	Homo Sapiens	Brain	Left ilium; Left ilium and adjacent soft tissue; Bone	17Y	Juvenile	Female	Caucasian	Primitive neuroectodermal tumor	not available	cell	TC32	curated
F-36E	F-36E	CVCL_7227	not available	Homo Sapiens	Haematopoietic and Lymphoid	Pleural effusion	68Y	Elderly	Male	Japanese	Myelodysplastic syndrome	not available	cell	F-36EGM; F-36-EGM; F36E; F36EGM	curated
GM12878	GM12878	CVCL_7526	GM-12878 cell	Homo Sapiens	Blood	Peripheral blood	not available	not available	Female	Caucasian; Utah residents with ancestry from Northern and Western Europe	not available	not available	cell	GM 12878 CELL; GM12878 CELL; GM-12878; NAN	curated
HSQ-89	HSQ-89	CVCL_7674	not available	Homo Sapiens	Head and Neck	Maxillary sinus; Nose; Nasal cavity	74Y	Elderly	Male	Japanese	Maxillary sinus squamous cell carcinoma	not available	cell	HSQ89	curated
HCCLM6	HCCLM6	CVCL_7680	HCCLM-6 cell	Homo Sapiens	not available	not available	39Y	Adult	Male	Chinese	Adult hepatocellular carcinoma	not available	cell	LM6; HCCLM-6; LM6 CELL; HCCLM6 CELL	curated
MOLM-14	MOLM-14	CVCL_7916	MOLM-14 cell	Homo Sapiens	Blood	Peripheral blood	20Y	Adult	Male	Japanese	Acute myeloid leukemia	not available	cell	MOLM14 CELL; MOLM-14; MOLM14; MOLM 14	curated
WM-164	WM164	CVCL_7928	not available	Homo Sapiens	Skin	Arm	22Y	Adult	Male	Caucasian	Cutaneous melanoma	not available	cell	WM 164; WM-164	curated
21MT-1	21MT-1	CVCL_7931	not available	Homo Sapiens	Breast	Pleural effusion	37Y	Adult	Female	not available	Breast carcinoma	not available	cell	21-MT-1; 21MT1	curated
21MT-2	21MT-2	CVCL_7932	not available	Homo Sapiens	Breast	Pleural effusion	37Y	Adult	Female	not available	Breast carcinoma	not available	cell	21MT2; 21-MT-2	curated
21NT	21NT	CVCL_7933	not available	Homo Sapiens	Breast	Breast	36Y	Adult	Female	not available	Breast carcinoma	mammary gland epithelial cell	cell	21 NT	curated
21PT	21PT	CVCL_7934	not available	Homo Sapiens	Breast	Breast	36Y	Adult	Female	not available	Breast carcinoma	mammary gland epithelial cell	cell	21 PT	curated
253J	253J	CVCL_7935	253J cell	Homo Sapiens	Bladder	Retroperitoneal lymph node	53Y	Adult	Male	Caucasian	Bladder carcinoma	not available	cell	253J P CELL; 253-J CELL; 253JP; 253JP CELL; 253J-P; 253J P; 253J-PARENTAL; 253J-PARENTAL CELL; 253 J; 253-J; 253J-P CELL; 253J	curated
253JB-V	253J-BV	CVCL_7937	253J-BV cell	Homo Sapiens	Bladder	Retroperitoneal lymph node	53Y	Adult	Male	Caucasian	Bladder carcinoma	not available	cell	253J B-V CELL; 253J-BLADDER-V; 253JBV; 253JB-V; 253J B-V	curated
C666-1	C666-1	CVCL_7949	C666-1 cell	Homo Sapiens	Head and Neck	Nasopharynx	not available	not available	Male	Chinese	Nasopharyngeal carcinoma	not available	cell	C6661; C666-1	curated
KMCH-1	KMCH-1	CVCL_7970	KMCH cell	Homo Sapiens	Liver	Liver	52Y	Adult	Male	Japanese	Combined hepatocellular carcinoma and cholangiocarcinoma	not available	cell	KMCH; KMCH1	curated
STM91-01	STM91-01	CVCL_8000	not available	Homo Sapiens	Kidney	Lung	8M	not available	Male	not available	Rhabdoid tumor of the kidney	not available	cell	STM-91-01; STM9101	curated
TM87-16	Tm87-16	CVCL_8001	not available	Homo Sapiens	Soft Tissue	Pleural effusion	1Y	Infant	Male	Caucasian	Extrarenal rhabdoid tumor	not available	cell	TM87; TM87-16; TM 87-16; TM	curated
TTC-1240	TTC-1240	CVCL_8002	not available	Homo Sapiens	Soft Tissue	Brain	9M	not available	not available	not available	Rhabdoid tumor of the kidney	not available	cell	TTC1240; TTC 1240	curated
TTC-549	TTC-549	CVCL_8005	not available	Homo Sapiens	Soft Tissue	Liver	6M	not available	not available	not available	Extrarenal rhabdoid tumor	not available	cell	TTC549	curated
TTC-642	TTC-642	CVCL_8006	not available	Homo Sapiens	Soft Tissue	Neck	5M	not available	not available	not available	Extrarenal rhabdoid tumor	not available	cell	TTC642	curated
TTC-709	TTC-709	CVCL_8007	not available	Homo Sapiens	Soft Tissue	not available	not available	not available	not available	not available	Extrarenal rhabdoid tumor	not available	cell	TTC709	curated
T3M-5	T3M-5	CVCL_8064	not available	Homo Sapiens	Thyroid	Thyroid; Thyroid gland	71Y	Elderly	Female	Japanese	Thyroid gland squamous cell carcinoma	not available	cell	T3M5	curated
T3M-3	T3M-3	CVCL_8065	not available	Homo Sapiens	Placenta	not available	not available	not available	not available	Japanese	Gestational choriocarcinoma	not available	cell	T3M3	curated
T3M-10	T3M-10	CVCL_8067	not available	Homo Sapiens	Lung	Lymph node	40Y	Adult	Male	Japanese	Lung large cell carcinoma	not available	cell	T3M10	curated
JH-EsoAd1	JH-EsoAd1	CVCL_8098	not available	Homo Sapiens	Esophagus	Esophagus	66Y	Elderly	Male	Caucasian	Barrett adenocarcinoma	not available	cell	ESOAD1; JOHNS HOPKINS-ESOPHAGEAL ADENOCARCINOMA 1; JHESOAD1	curated
L3-3	L3.3	CVCL_8147	L3.3 cell	Homo Sapiens	Pancreas	Lymph node; Celiac axis lymph node	77Y	Elderly	Female	African American	Pancreatic adenosquamous carcinoma	not available	cell	L33	curated
SKG-II-SF	SKG-II-SF	CVCL_8159	not available	Homo Sapiens	Cervix	Cervix	50Y	Adult	Female	Japanese	Human papillomavirus-related squamous cell carcinoma	not available	cell	SKG-II-SERUM FREE; SKG-II SF	curated
C125-PM	C125-PM	CVCL_8175	not available	Homo Sapiens	Large Intestine	not available	not available	not available	not available	not available	Colorectal adenocarcinoma	not available	cell	C125; C125PM	curated
C99	C99	CVCL_8176	not available	Homo Sapiens	Large Intestine	Rectum	69Y	Elderly	Male	not available	Colorectal carcinoma	not available	cell	C99	curated
G-415	G-415	CVCL_8198	not available	Homo Sapiens	Biliary Tract	Ascites	68Y	Elderly	Male	not available	Bladder carcinoma	not available	cell	G415	curated
HB1119	HB11;19	CVCL_8227	not available	Homo Sapiens	Haematopoietic and Lymphoid	not available	not available	not available	not available	not available	B-cell acute lymphoblastic leukemia	not available	cell	HB11.19; 19; HB 11; HB1119; 19; HB 11	curated
HSKT-C	HSKT-C	CVCL_8234	not available	Homo Sapiens	Stomach	Ovary	46Y	Adult	Female	Japanese	Krukenberg tumor; Gastric carcinoma	not available	cell	HSKTC	curated
SZ-4	Sez-4	CVCL_8330	not available	Homo Sapiens	Blood	Peripheral blood	66Y	Elderly	Female	Black	Sezary syndrome	T cell	cell	SEZ 4; SZ-4; SEZ4	curated
NCOL-1	NCOL-1	CVCL_8375	not available	Homo Sapiens	Large Intestine	Left supraclavicular region	56Y	Adult	Male	Caucasian	Colon adenocarcinoma	not available	cell	NORMAL COLON-1	curated
RMZ	RMZ	CVCL_8422	not available	Homo Sapiens	Soft Tissue	Bone marrow	3Y	Children	Male	Caucasian	Alveolar rhabdomyosarcoma	not available	cell	RMZ	curated
TDL-4	TDL-4	CVCL_8431	not available	Homo Sapiens	Haematopoietic and Lymphoid	Jaw; Maxilla; Bone	11Y	Children	Male	African; Nigerian	Burkitt lymphoma	B cell	cell	TDL-4	curated
PEAZ-1	PEAZ-1	CVCL_8437	not available	Homo Sapiens	Soft Tissue	Bone; Acetabulum; Pelvis	35Y	Adult	Male	Caucasian	Fibrosarcoma	not available	cell	PEAZ-1	curated
A-1207	A-1207	CVCL_8481	A-1207 cell	Homo Sapiens	Brain	not available	not available	not available	Female	Caucasian	Glioblastoma	not available	cell	A1207; A 1207 CELL; A1207 CELL; A 1207	curated
UW228	UW228	CVCL_8585	not available	Homo Sapiens	Brain	Posterior fossa	9Y	Children	not available	not available	Medulloblastoma shh activated and tp53 mutant	not available	cell	UW 228; HBT 228; HBT228	curated
HOKUG	HOKUG	CVCL_8705	not available	Homo Sapiens	Cervix	Cervix	53Y	Adult	Female	Japanese	Cervical adenosquamous carcinoma	not available	cell	HOKUG	curated
HOTHC	HOTHC	CVCL_8708	not available	Homo Sapiens	Thyroid	Thyroid; Thyroid gland	80Y	Elderly	Female	Japanese	Thyroid gland undifferentiated (anaplastic) carcinoma	not available	cell	HOTHC	curated
HOTHC-SF	HOTHC-SF	CVCL_8709	not available	Homo Sapiens	Thyroid	Thyroid; Thyroid gland	80Y	Elderly	Female	Japanese	Thyroid gland undifferentiated (anaplastic) carcinoma	not available	cell	HOTHC-SERUM FREE	curated
HS-Os-1	HS-Os-1	CVCL_8716	not available	Homo Sapiens	Haematopoietic and Lymphoid	Bone; Left humerus	11Y	Children	Female	Japanese	Osteosarcoma	not available	cell	HSOS1	curated
HS-PSS	HS-PSS	CVCL_8717	not available	Homo Sapiens	Peripheral Nervous System	Prostate	not available	not available	Male	Japanese	Malignant peripheral nerve sheath tumor	not available	cell	HSPSS; HS-PSS	curated
HS-Sch-2	HS-Sch-2	CVCL_8718	not available	Homo Sapiens	Peripheral Nervous System	Left sciatic nerve; Peripheral nervous system	54Y	Adult	Female	Japanese	Malignant peripheral nerve sheath tumor	not available	cell	HSSCH2; HS-SCH-2	curated
